User_ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
6369a7c3,236,1,73.11,2,2,1,5,At Risk
6377eace,20,1,80.0,4,2,1,7,Potential Loyalists
637d8a7f,46,1,259.54,4,2,3,9,Loyal Customers
638fb96b,210,1,182.71,2,2,2,6,Potential Loyalists
63b7cb47,286,1,295.24,1,2,3,6,Potential Loyalists
63ba81b8,108,1,44.65,3,2,1,6,Potential Loyalists
63fb3f26,61,1,101.44,4,2,1,7,Potential Loyalists
63fef598,171,1,317.56,2,2,4,8,Loyal Customers
64272d22,17,1,442.46,4,2,4,10,Champions
646238e1,17,1,247.07,4,2,3,9,Loyal Customers
64775252,121,1,345.81,3,2,4,9,Loyal Customers
647d7e1f,81,1,208.39,3,2,3,8,Loyal Customers
64b48c94,92,1,9.7,3,2,1,6,Potential Loyalists
64b8eba5,57,1,62.04,4,2,1,7,Potential Loyalists
64c3131e,25,1,104.66,4,2,2,8,Loyal Customers
64f39542,297,1,207.21,1,2,3,6,Potential Loyalists
6531579c,250,1,28.12,1,2,1,4,At Risk
655c0afc,279,1,312.43,1,2,4,7,Potential Loyalists
6565f641,253,1,458.94,1,2,4,7,Potential Loyalists
6574073f,231,1,12.42,2,2,1,5,At Risk
6579b70c,324,1,66.8,1,2,1,4,At Risk
658e0882,61,1,421.85,4,2,4,10,Champions
65aaf4f4,46,1,342.94,4,2,4,10,Champions
65c000fc,121,1,281.25,3,2,3,8,Loyal Customers
65cfd186,145,1,85.65,3,2,1,6,Potential Loyalists
65f5b50d,59,1,444.16,4,2,4,10,Champions
65fc7b42,107,1,290.64,3,2,3,8,Loyal Customers
661c6fad,101,1,355.87,3,2,4,9,Loyal Customers
6635bec7,86,1,120.29,3,2,2,7,Potential Loyalists
6644ad14,320,1,350.47,1,2,4,7,Potential Loyalists
664ecafc,14,1,349.54,4,2,4,10,Champions
666b1b8b,237,1,303.93,2,2,3,7,Potential Loyalists
668862c5,269,1,244.89,1,2,3,6,Potential Loyalists
668d21ec,176,1,274.17,2,2,3,7,Potential Loyalists
66ab38ee,310,1,47.18,1,2,1,4,At Risk
66daf218,9,1,204.72,4,2,3,9,Loyal Customers
66ef6895,95,1,199.77,3,2,3,8,Loyal Customers
66f00c2d,130,1,249.43,3,2,3,8,Loyal Customers
6707ca3f,163,1,50.65,3,2,1,6,Potential Loyalists
6720d951,228,1,170.93,2,2,2,6,Potential Loyalists
6728981a,40,1,131.18,4,2,2,8,Loyal Customers
67373c9d,122,1,150.73,3,2,2,7,Potential Loyalists
67475da1,78,1,371.67,4,2,4,10,Champions
67526a73,310,1,30.63,1,2,1,4,At Risk
67567200,9,1,222.25,4,2,3,9,Loyal Customers
6773f774,211,1,73.91,2,2,1,5,At Risk
678d234e,156,1,157.66,3,2,2,7,Potential Loyalists
6798abf1,134,1,226.55,3,2,3,8,Loyal Customers
679f822e,262,1,234.48,1,2,3,6,Potential Loyalists
67abda0a,192,1,486.79,2,2,4,8,Loyal Customers
67b4bb5b,24,1,444.65,4,2,4,10,Champions
67bc2d14,237,1,305.81,2,2,4,8,Loyal Customers
67c5fdf4,161,1,39.42,3,2,1,6,Potential Loyalists
67cc6644,188,1,269.42,2,2,3,7,Potential Loyalists
68073337,268,1,198.95,1,2,2,5,At Risk
681e2800,223,1,366.45,2,2,4,8,Loyal Customers
68344bf3,91,1,298.43,3,2,3,8,Loyal Customers
68376ad1,5,1,35.51,4,2,1,7,Potential Loyalists
6839399d,96,1,218.62,3,2,3,8,Loyal Customers
683c3f3b,196,1,259.15,2,2,3,7,Potential Loyalists
68412b52,69,1,185.17,4,2,2,8,Loyal Customers
6845f31e,175,1,11.06,2,2,1,5,At Risk
6852256e,283,1,368.65,1,2,4,7,Potential Loyalists
68709475,238,1,144.96,2,2,2,6,Potential Loyalists
68722b9b,95,1,491.7,3,2,4,9,Loyal Customers
687a8ef9,225,1,117.23,2,2,2,6,Potential Loyalists
6885f20e,51,1,81.79,4,2,1,7,Potential Loyalists
6894c5b0,225,1,85.07,2,2,1,5,At Risk
68d24203,215,1,81.1,2,2,1,5,At Risk
68dfdbfb,131,1,45.28,3,2,1,6,Potential Loyalists
68f22075,31,1,241.28,4,2,3,9,Loyal Customers
6908d999,172,1,157.81,2,2,2,6,Potential Loyalists
692bf856,244,1,99.83,1,2,1,4,At Risk
69436d0b,211,1,224.7,2,2,3,7,Potential Loyalists
69467b7d,11,1,219.25,4,2,3,9,Loyal Customers
695fccc3,59,1,70.62,4,2,1,7,Potential Loyalists
6964d7bb,257,1,466.17,1,2,4,7,Potential Loyalists
6967f624,48,1,186.94,4,2,2,8,Loyal Customers
69ca6114,176,1,135.74,2,2,2,6,Potential Loyalists
69ced3cb,26,1,221.01,4,2,3,9,Loyal Customers
69e7e61b,198,1,393.95,2,2,4,8,Loyal Customers
6a0bf80b,14,1,71.82,4,2,1,7,Potential Loyalists
6a2e43c7,282,1,246.48,1,2,3,6,Potential Loyalists
6a3d6535,217,1,342.06,2,2,4,8,Loyal Customers
6a689dac,117,1,366.53,3,2,4,9,Loyal Customers
6a77d021,86,1,387.06,3,2,4,9,Loyal Customers
6a796b7c,14,1,155.06,4,2,2,8,Loyal Customers
6aa4872f,85,1,175.0,3,2,2,7,Potential Loyalists
6ab927cc,2,1,158.85,4,2,2,8,Loyal Customers
6ac4f758,191,1,11.96,2,2,1,5,At Risk
6ac71d68,70,1,349.77,4,2,4,10,Champions
6aefe8f1,228,1,217.3,2,2,3,7,Potential Loyalists
6af4e7e9,75,1,15.34,4,2,1,7,Potential Loyalists
6b1202f1,308,1,236.3,1,2,3,6,Potential Loyalists
6b2ce843,72,1,110.66,4,2,2,8,Loyal Customers
6b305d69,124,1,159.29,3,2,2,7,Potential Loyalists
6b395741,182,1,285.18,2,2,3,7,Potential Loyalists
6b3a0e77,18,1,137.04,4,2,2,8,Loyal Customers
6b4027e1,107,1,12.82,3,2,1,6,Potential Loyalists
6b417ce5,83,1,35.89,3,2,1,6,Potential Loyalists
6b4ec06c,220,1,124.56,2,2,2,6,Potential Loyalists
6b52b5c2,176,1,121.26,2,2,2,6,Potential Loyalists
6b58c722,164,1,27.84,2,2,1,5,At Risk
6b5e77c8,131,1,297.36,3,2,3,8,Loyal Customers
6b65ac71,244,1,429.74,1,2,4,7,Potential Loyalists
6b76e9a1,244,1,144.13,1,2,2,5,At Risk
6b7e7043,129,1,105.66,3,2,2,7,Potential Loyalists
6b8e78c6,300,1,404.12,1,2,4,7,Potential Loyalists
6b92aea5,34,1,275.34,4,2,3,9,Loyal Customers
6b9506f3,248,1,291.37,1,2,3,6,Potential Loyalists
6bb04308,297,1,39.34,1,2,1,4,At Risk
6bcd9d7f,9,1,47.91,4,2,1,7,Potential Loyalists
6bd8fa3a,203,1,440.91,2,2,4,8,Loyal Customers
6bdb1d9e,257,1,255.0,1,2,3,6,Potential Loyalists
6bfea417,269,1,138.81,1,2,2,5,At Risk
6c0ef9f4,47,1,72.41,4,2,1,7,Potential Loyalists
6c1cdb51,35,1,265.98,4,2,3,9,Loyal Customers
6c22afc7,100,1,315.96,3,2,4,9,Loyal Customers
6c24cb73,274,1,315.17,1,2,4,7,Potential Loyalists
6c54fef2,163,1,95.65,3,2,1,6,Potential Loyalists
6c67da1a,211,1,129.52,2,2,2,6,Potential Loyalists
6c6bc323,280,1,356.13,1,2,4,7,Potential Loyalists
6c7ff37f,54,1,234.47,4,2,3,9,Loyal Customers
6c851471,320,1,65.92,1,2,1,4,At Risk
6c8dad52,260,1,132.84,1,2,2,5,At Risk
6ccc18f0,121,1,430.38,3,2,4,9,Loyal Customers
6cd8aca2,135,1,407.36,3,2,4,9,Loyal Customers
6ce1b4c8,68,1,142.27,4,2,2,8,Loyal Customers
6cec43d0,226,1,57.06,2,2,1,5,At Risk
6cf8be42,162,1,46.41,3,2,1,6,Potential Loyalists
6d15082c,106,1,378.69,3,2,4,9,Loyal Customers
6d18ec79,72,1,140.52,4,2,2,8,Loyal Customers
6d3d14a8,270,1,446.66,1,2,4,7,Potential Loyalists
6d496aca,215,1,113.02,2,2,2,6,Potential Loyalists
6d749b0d,262,1,10.05,1,2,1,4,At Risk
6d8a2a99,22,1,198.65,4,2,2,8,Loyal Customers
6db9b785,99,1,53.1,3,2,1,6,Potential Loyalists
6dbd0f95,176,1,170.48,2,2,2,6,Potential Loyalists
6dc093d8,222,1,449.8,2,2,4,8,Loyal Customers
6ddf61d1,100,1,250.53,3,2,3,8,Loyal Customers
6de2894e,136,1,319.05,3,2,4,9,Loyal Customers
6e142ba6,214,1,406.21,2,2,4,8,Loyal Customers
6e218819,204,1,21.99,2,2,1,5,At Risk
6e2c9c02,163,1,112.0,3,2,2,7,Potential Loyalists
6e2d666a,209,1,230.09,2,2,3,7,Potential Loyalists
6e583aa2,193,1,447.35,2,2,4,8,Loyal Customers
6e6f14b4,38,1,374.08,4,2,4,10,Champions
6e91de44,44,1,188.47,4,2,2,8,Loyal Customers
6e95832f,57,1,350.59,4,2,4,10,Champions
6e9930aa,155,1,289.38,3,2,3,8,Loyal Customers
6f0b1b90,146,1,422.63,3,2,4,9,Loyal Customers
6f22d0f4,104,1,338.11,3,2,4,9,Loyal Customers
6f386cf8,184,1,231.59,2,2,3,7,Potential Loyalists
6f4d3f42,4,1,290.73,4,2,3,9,Loyal Customers
6f5fd5f2,123,1,159.65,3,2,2,7,Potential Loyalists
6f731519,202,1,204.22,2,2,3,7,Potential Loyalists
6f7f0073,185,1,59.74,2,2,1,5,At Risk
6f819f07,82,1,143.46,3,2,2,7,Potential Loyalists
6f8d54a0,135,1,386.23,3,2,4,9,Loyal Customers
6fc35e9b,239,1,111.14,2,2,2,6,Potential Loyalists
7000b247,199,1,273.0,2,2,3,7,Potential Loyalists
7002fcea,156,1,81.05,3,2,1,6,Potential Loyalists
70152275,232,1,100.54,2,2,1,5,At Risk
7019cdea,136,1,228.7,3,2,3,8,Loyal Customers
701e2225,120,1,436.57,3,2,4,9,Loyal Customers
702daf11,232,1,194.0,2,2,2,6,Potential Loyalists
703cf4c4,75,1,206.25,4,2,3,9,Loyal Customers
7050349e,62,1,221.22,4,2,3,9,Loyal Customers
70536778,48,1,285.23,4,2,3,9,Loyal Customers
706acfe1,258,1,438.55,1,2,4,7,Potential Loyalists
709f2edd,56,1,301.91,4,2,3,9,Loyal Customers
70a67b9e,95,1,201.81,3,2,3,8,Loyal Customers
70c9df00,132,1,311.15,3,2,4,9,Loyal Customers
70e58e3b,31,1,334.09,4,2,4,10,Champions
70ece472,103,1,216.74,3,2,3,8,Loyal Customers
70f75830,325,1,315.89,1,2,4,7,Potential Loyalists
71205bd1,85,1,230.98,3,2,3,8,Loyal Customers
71323adf,203,1,340.34,2,2,4,8,Loyal Customers
71466805,114,1,125.99,3,2,2,7,Potential Loyalists
7152cc07,210,1,443.99,2,2,4,8,Loyal Customers
7159f3c4,295,1,204.48,1,2,3,6,Potential Loyalists
718a642f,18,1,336.82,4,2,4,10,Champions
71b9e86e,235,1,240.64,2,2,3,7,Potential Loyalists
72033276,90,1,66.67,3,2,1,6,Potential Loyalists
7210a0d9,215,1,174.58,2,2,2,6,Potential Loyalists
722ed6bd,273,1,134.1,1,2,2,5,At Risk
72343250,144,1,94.03,3,2,1,6,Potential Loyalists
723714c2,224,1,58.2,2,2,1,5,At Risk
723b2af2,307,1,317.46,1,2,4,7,Potential Loyalists
72567069,130,1,271.29,3,2,3,8,Loyal Customers
725b0c84,262,1,360.98,1,2,4,7,Potential Loyalists
7281a498,238,1,319.16,2,2,4,8,Loyal Customers
72996eda,305,1,217.25,1,2,3,6,Potential Loyalists
72a44b20,24,1,207.1,4,2,3,9,Loyal Customers
72ae5a86,285,1,242.35,1,2,3,6,Potential Loyalists
72baa45f,29,1,236.59,4,2,3,9,Loyal Customers
72c3e855,79,1,94.16,4,2,1,7,Potential Loyalists
72d22971,305,1,321.55,1,2,4,7,Potential Loyalists
72e7de49,74,1,123.6,4,2,2,8,Loyal Customers
72ec970d,155,1,418.11,3,2,4,9,Loyal Customers
72f040c8,10,1,53.13,4,2,1,7,Potential Loyalists
72f4df65,234,1,191.59,2,2,2,6,Potential Loyalists
7319919d,271,1,52.83,1,2,1,4,At Risk
731ccca0,288,1,237.97,1,2,3,6,Potential Loyalists
731fda80,279,1,173.58,1,2,2,5,At Risk
7341f194,179,1,261.21,2,2,3,7,Potential Loyalists
737023ad,200,1,373.94,2,2,4,8,Loyal Customers
7381e0d0,148,1,11.23,3,2,1,6,Potential Loyalists
7384392e,121,1,264.67,3,2,3,8,Loyal Customers
7391f331,243,1,203.03,2,2,3,7,Potential Loyalists
73a324ba,82,1,204.48,3,2,3,8,Loyal Customers
73a54189,196,1,205.98,2,2,3,7,Potential Loyalists
73aef733,276,1,214.24,1,2,3,6,Potential Loyalists
73b0732b,263,1,168.18,1,2,2,5,At Risk
73bfc396,68,1,36.22,4,2,1,7,Potential Loyalists
73c7af6b,115,1,402.37,3,2,4,9,Loyal Customers
73d0692f,37,1,22.7,4,2,1,7,Potential Loyalists
73e3bfdd,102,1,109.88,3,2,2,7,Potential Loyalists
741de2c1,313,1,222.83,1,2,3,6,Potential Loyalists
741e480b,19,1,312.94,4,2,4,10,Champions
7432f04c,122,1,41.68,3,2,1,6,Potential Loyalists
744533ab,134,1,235.36,3,2,3,8,Loyal Customers
744e3383,195,1,209.13,2,2,3,7,Potential Loyalists
746e7b01,163,1,166.53,3,2,2,7,Potential Loyalists
748316cb,94,1,183.3,3,2,2,7,Potential Loyalists
74903035,247,1,57.12,1,2,1,4,At Risk
74a79c20,184,1,127.54,2,2,2,6,Potential Loyalists
74ba5569,206,1,142.44,2,2,2,6,Potential Loyalists
74c7c480,153,1,273.54,3,2,3,8,Loyal Customers
74d4448b,223,1,191.7,2,2,2,6,Potential Loyalists
74d77f27,311,1,372.65,1,2,4,7,Potential Loyalists
74f2811d,165,1,177.94,2,2,2,6,Potential Loyalists
750418a6,227,1,98.25,2,2,1,5,At Risk
7509b3c7,33,1,297.48,4,2,3,9,Loyal Customers
751c5619,288,1,28.23,1,2,1,4,At Risk
751f40ec,72,1,323.0,4,2,4,10,Champions
75272f5f,15,1,284.83,4,2,3,9,Loyal Customers
753861d7,242,1,47.33,2,2,1,5,At Risk
7538d8e4,125,1,16.9,3,2,1,6,Potential Loyalists
755d7fe9,169,1,275.71,2,2,3,7,Potential Loyalists
7580c1b1,259,1,313.63,1,2,4,7,Potential Loyalists
758b36b9,100,1,137.31,3,2,2,7,Potential Loyalists
7594c248,192,1,124.78,2,2,2,6,Potential Loyalists
75d5a2bb,98,1,59.09,3,2,1,6,Potential Loyalists
75d6b929,221,1,187.41,2,2,2,6,Potential Loyalists
75e0ba29,37,1,141.84,4,2,2,8,Loyal Customers
75f9ffb4,9,1,317.82,4,2,4,10,Champions
762d13eb,235,1,361.04,2,2,4,8,Loyal Customers
762d6bf4,238,1,124.01,2,2,2,6,Potential Loyalists
76559d30,204,1,73.8,2,2,1,5,At Risk
7679f01b,273,1,86.1,1,2,1,4,At Risk
7691b7c9,158,1,136.35,3,2,2,7,Potential Loyalists
76a0bc6e,108,1,191.11,3,2,2,7,Potential Loyalists
76a2a7e9,172,1,106.14,2,2,2,6,Potential Loyalists
76a73fcb,66,1,309.09,4,2,4,10,Champions
76b1b3ab,4,1,22.06,4,2,1,7,Potential Loyalists
770d352f,171,1,275.43,2,2,3,7,Potential Loyalists
771a9563,154,1,256.51,3,2,3,8,Loyal Customers
771b6628,148,1,33.84,3,2,1,6,Potential Loyalists
771ce878,314,1,236.96,1,2,3,6,Potential Loyalists
775596cf,133,1,252.28,3,2,3,8,Loyal Customers
7760f082,18,1,347.27,4,2,4,10,Champions
7764e9c8,1,1,164.42,4,2,2,8,Loyal Customers
77809d5c,130,1,369.33,3,2,4,9,Loyal Customers
77b6f008,10,1,288.12,4,2,3,9,Loyal Customers
77c9aa5b,208,1,319.64,2,2,4,8,Loyal Customers
77dc4e1e,316,1,362.81,1,2,4,7,Potential Loyalists
77de2b1d,260,1,24.39,1,2,1,4,At Risk
77df82ca,68,1,243.94,4,2,3,9,Loyal Customers
77e477c0,189,1,118.69,2,2,2,6,Potential Loyalists
781b02f1,1,1,363.11,4,2,4,10,Champions
784fd769,135,1,347.3,3,2,4,9,Loyal Customers
78595586,162,1,223.89,3,2,3,8,Loyal Customers
78674cde,21,1,84.41,4,2,1,7,Potential Loyalists
787738ba,84,1,48.84,3,2,1,6,Potential Loyalists
789a89e9,158,1,104.49,3,2,1,6,Potential Loyalists
78aff56b,6,1,185.5,4,2,2,8,Loyal Customers
78ba8e2a,15,1,184.47,4,2,2,8,Loyal Customers
78bab0ba,322,1,172.36,1,2,2,5,At Risk
78bc03e4,316,1,25.32,1,2,1,4,At Risk
78f9cc53,297,1,185.82,1,2,2,5,At Risk
7936042d,275,1,15.06,1,2,1,4,At Risk
79398983,96,1,122.98,3,2,2,7,Potential Loyalists
793fa422,175,1,318.56,2,2,4,8,Loyal Customers
794b1ea3,230,1,147.48,2,2,2,6,Potential Loyalists
7970e3a5,309,1,198.84,1,2,2,5,At Risk
797b1952,146,1,226.12,3,2,3,8,Loyal Customers
799f099f,311,1,107.72,1,2,2,5,At Risk
79a5ec12,95,1,268.81,3,2,3,8,Loyal Customers
79a7f671,56,1,141.33,4,2,2,8,Loyal Customers
79aff6cb,258,1,295.59,1,2,3,6,Potential Loyalists
79b3668d,117,1,214.73,3,2,3,8,Loyal Customers
79b8569c,32,1,68.53,4,2,1,7,Potential Loyalists
79e6668b,318,1,430.76,1,2,4,7,Potential Loyalists
79f46476,321,1,153.36,1,2,2,5,At Risk
79fe00c9,325,1,376.76,1,2,4,7,Potential Loyalists
7a030df0,183,1,89.94,2,2,1,5,At Risk
7a0ac843,40,1,278.49,4,2,3,9,Loyal Customers
7a0f6041,220,1,189.25,2,2,2,6,Potential Loyalists
7a1822f3,57,1,310.59,4,2,4,10,Champions
7a1fcf47,150,1,96.26,3,2,1,6,Potential Loyalists
7a4dacb1,144,1,230.99,3,2,3,8,Loyal Customers
7a50730b,228,1,227.48,2,2,3,7,Potential Loyalists
7a5f0316,212,1,133.93,2,2,2,6,Potential Loyalists
7a7d8d61,78,1,205.03,4,2,3,9,Loyal Customers
7a8559d8,270,1,360.82,1,2,4,7,Potential Loyalists
7a87f292,258,1,148.78,1,2,2,5,At Risk
7a8fb819,63,1,274.68,4,2,3,9,Loyal Customers
7aac4193,286,1,328.65,1,2,4,7,Potential Loyalists
7ab838a2,231,1,263.05,2,2,3,7,Potential Loyalists
7abecd58,53,1,450.91,4,2,4,10,Champions
7b0c5a76,124,1,322.41,3,2,4,9,Loyal Customers
7b1d4411,217,1,253.98,2,2,3,7,Potential Loyalists
7b2c75fc,147,1,208.15,3,2,3,8,Loyal Customers
7b339542,159,1,206.28,3,2,3,8,Loyal Customers
7b48c570,325,1,328.18,1,2,4,7,Potential Loyalists
7b568388,248,1,211.57,1,2,3,6,Potential Loyalists
7b6ea10a,73,1,53.15,4,2,1,7,Potential Loyalists
7b78efe2,299,1,284.88,1,2,3,6,Potential Loyalists
7b86c8f9,85,1,180.17,3,2,2,7,Potential Loyalists
7b93fe5f,134,1,284.81,3,2,3,8,Loyal Customers
7b940b3b,266,1,80.69,1,2,1,4,At Risk
7bad321f,73,1,71.34,4,2,1,7,Potential Loyalists
7bd0348c,271,1,390.82,1,2,4,7,Potential Loyalists
7bd56994,251,1,179.24,1,2,2,5,At Risk
7bdff67a,313,1,325.19,1,2,4,7,Potential Loyalists
7be076d6,60,1,193.26,4,2,2,8,Loyal Customers
7be14799,279,1,82.01,1,2,1,4,At Risk
7bf93a72,282,1,58.3,1,2,1,4,At Risk
7c00fe48,28,1,49.18,4,2,1,7,Potential Loyalists
7c026f97,274,1,32.59,1,2,1,4,At Risk
7c055a85,1,1,169.56,4,2,2,8,Loyal Customers
7c07bb17,126,1,97.77,3,2,1,6,Potential Loyalists
7c123e25,269,1,300.02,1,2,3,6,Potential Loyalists
7c18315f,72,1,161.07,4,2,2,8,Loyal Customers
7c19312f,61,1,151.48,4,2,2,8,Loyal Customers
7c55fcf1,84,1,172.15,3,2,2,7,Potential Loyalists
7c5e50fe,290,1,248.17,1,2,3,6,Potential Loyalists
7c62af29,79,1,249.76,4,2,3,9,Loyal Customers
7c8bf4b9,92,1,148.0,3,2,2,7,Potential Loyalists
7c9152e1,266,1,183.27,1,2,2,5,At Risk
7c959ad5,215,1,145.47,2,2,2,6,Potential Loyalists
7c9639e5,37,1,224.68,4,2,3,9,Loyal Customers
7cb6d3eb,40,1,208.84,4,2,3,9,Loyal Customers
7cbe212a,192,1,186.56,2,2,2,6,Potential Loyalists
7cbec78e,311,1,125.24,1,2,2,5,At Risk
7ccb26b8,152,1,91.36,3,2,1,6,Potential Loyalists
7cd4d2c6,25,1,116.48,4,2,2,8,Loyal Customers
7cdc9e1a,113,1,374.05,3,2,4,9,Loyal Customers
7ce34b86,184,1,74.49,2,2,1,5,At Risk
7ce9d2ad,250,1,169.15,1,2,2,5,At Risk
7ced0b56,112,1,78.44,3,2,1,6,Potential Loyalists
7cfa271c,239,1,42.79,2,2,1,5,At Risk
7cfdff7f,182,1,69.82,2,2,1,5,At Risk
7cfe5175,127,1,210.34,3,2,3,8,Loyal Customers
7d05e2f6,182,1,51.92,2,2,1,5,At Risk
7d08e51f,10,1,200.51,4,2,3,9,Loyal Customers
7d0b041c,122,1,306.21,3,2,4,9,Loyal Customers
7d177a8a,301,1,395.76,1,2,4,7,Potential Loyalists
7d3d5bce,149,1,125.28,3,2,2,7,Potential Loyalists
7d4bb47e,160,1,144.87,3,2,2,7,Potential Loyalists
7d57d3b7,130,1,214.26,3,2,3,8,Loyal Customers
7d67e3f1,137,1,256.86,3,2,3,8,Loyal Customers
7d7169a4,203,1,181.78,2,2,2,6,Potential Loyalists
7d7a97d5,213,1,352.6,2,2,4,8,Loyal Customers
7d7f6ad1,171,1,389.67,2,2,4,8,Loyal Customers
7d92827a,105,1,71.89,3,2,1,6,Potential Loyalists
7da79df6,71,1,63.8,4,2,1,7,Potential Loyalists
7dba6d8a,259,1,117.37,1,2,2,5,At Risk
7dd71ecb,293,1,367.11,1,2,4,7,Potential Loyalists
7de5db7c,213,1,469.34,2,2,4,8,Loyal Customers
7e1ddc54,188,1,239.9,2,2,3,7,Potential Loyalists
7e34298b,38,1,211.38,4,2,3,9,Loyal Customers
7e60caed,88,1,317.26,3,2,4,9,Loyal Customers
7e725db9,307,1,268.29,1,2,3,6,Potential Loyalists
7ea8278d,257,1,96.33,1,2,1,4,At Risk
7f143b66,159,1,63.54,3,2,1,6,Potential Loyalists
7f3ef01a,211,1,345.47,2,2,4,8,Loyal Customers
7f6e9ab5,174,1,65.64,2,2,1,5,At Risk
7f742f53,198,1,432.25,2,2,4,8,Loyal Customers
7f8dc9a4,155,1,26.16,3,2,1,6,Potential Loyalists
7f9c9f2c,247,1,171.06,1,2,2,5,At Risk
7fad2b34,100,1,230.27,3,2,3,8,Loyal Customers
7faf145b,211,1,263.23,2,2,3,7,Potential Loyalists
7fb18eb2,324,1,345.49,1,2,4,7,Potential Loyalists
7fb26e2e,84,1,24.02,3,2,1,6,Potential Loyalists
7fc67a24,173,1,113.41,2,2,2,6,Potential Loyalists
7fc7c936,317,1,306.94,1,2,4,7,Potential Loyalists
7fd4a6ba,230,1,240.18,2,2,3,7,Potential Loyalists
7ff3fdbe,276,1,411.31,1,2,4,7,Potential Loyalists
80238ffc,294,1,334.26,1,2,4,7,Potential Loyalists
8033eca7,149,1,22.31,3,2,1,6,Potential Loyalists
804674ae,278,1,331.66,1,2,4,7,Potential Loyalists
8051cd77,142,1,291.11,3,2,3,8,Loyal Customers
805c0b7d,232,1,190.22,2,2,2,6,Potential Loyalists
80761d7b,124,1,268.14,3,2,3,8,Loyal Customers
80c9de66,52,1,72.79,4,2,1,7,Potential Loyalists
80f26166,188,1,347.88,2,2,4,8,Loyal Customers
812fe840,66,1,316.79,4,2,4,10,Champions
815bb3e2,80,1,433.59,4,2,4,10,Champions
81704388,17,1,360.6,4,2,4,10,Champions
8199bac3,42,1,259.1,4,2,3,9,Loyal Customers
819d4337,41,1,199.83,4,2,3,9,Loyal Customers
81b461c6,106,1,63.08,3,2,1,6,Potential Loyalists
81b75cf4,1,1,303.16,4,2,3,9,Loyal Customers
81c869a4,13,1,421.38,4,2,4,10,Champions
81ce1f35,287,1,211.84,1,2,3,6,Potential Loyalists
81f9a928,73,1,366.32,4,2,4,10,Champions
82036553,60,1,331.21,4,2,4,10,Champions
82041756,30,1,412.56,4,2,4,10,Champions
823e9a88,294,1,390.2,1,2,4,7,Potential Loyalists
824c4471,21,1,235.86,4,2,3,9,Loyal Customers
824cc911,248,1,217.04,1,2,3,6,Potential Loyalists
826d3bd2,187,1,169.41,2,2,2,6,Potential Loyalists
82732895,244,1,371.05,1,2,4,7,Potential Loyalists
82866e0c,134,1,410.94,3,2,4,9,Loyal Customers
828a1016,95,1,112.81,3,2,2,7,Potential Loyalists
8297a01f,147,1,226.61,3,2,3,8,Loyal Customers
82abf471,25,1,332.35,4,2,4,10,Champions
82d284f0,76,1,40.83,4,2,1,7,Potential Loyalists
82db2175,156,1,222.06,3,2,3,8,Loyal Customers
82dd0dcb,108,1,207.65,3,2,3,8,Loyal Customers
82df795e,11,1,121.78,4,2,2,8,Loyal Customers
82e33f7e,120,1,210.61,3,2,3,8,Loyal Customers
82f860f7,106,1,248.7,3,2,3,8,Loyal Customers
833c791a,265,1,446.11,1,2,4,7,Potential Loyalists
833e59d2,119,1,137.25,3,2,2,7,Potential Loyalists
8350077d,211,1,368.54,2,2,4,8,Loyal Customers
8355f413,160,1,90.31,3,3,1,7,Potential Loyalists
835ca3bf,157,1,33.13,3,3,1,7,Potential Loyalists
83732a37,91,1,182.04,3,3,2,8,Loyal Customers
8383353b,259,1,268.06,1,3,3,7,Potential Loyalists
83976e33,236,1,12.09,2,3,1,6,Potential Loyalists
839f23dc,174,1,228.38,2,3,3,8,Loyal Customers
83bef224,246,1,81.0,1,3,1,5,At Risk
83ca1c02,257,1,49.52,1,3,1,5,At Risk
83cbac12,303,1,408.85,1,3,4,8,Loyal Customers
83d70d13,71,1,9.31,4,3,1,8,Loyal Customers
83e71ba6,81,1,379.89,3,3,4,10,Champions
83e7aeff,273,1,404.26,1,3,4,8,Loyal Customers
83ec11b2,35,1,119.08,4,3,2,9,Loyal Customers
83fbff44,290,1,361.89,1,3,4,8,Loyal Customers
841dfed4,102,1,317.18,3,3,4,10,Champions
842b3cac,116,1,21.32,3,3,1,7,Potential Loyalists
84531d15,74,1,184.84,4,3,2,9,Loyal Customers
847a300e,62,1,72.41,4,3,1,8,Loyal Customers
8487fbc7,211,1,145.2,2,3,2,7,Potential Loyalists
849f6eb8,157,1,124.95,3,3,2,8,Loyal Customers
84ad9f2a,55,1,66.75,4,3,1,8,Loyal Customers
84b342df,18,1,288.86,4,3,3,10,Champions
84c8da13,163,1,129.11,3,3,2,8,Loyal Customers
84cc22ee,130,1,136.03,3,3,2,8,Loyal Customers
84cf2969,13,1,303.87,4,3,3,10,Champions
84e5815f,236,1,66.25,2,3,1,6,Potential Loyalists
84ee1b6b,267,1,229.56,1,3,3,7,Potential Loyalists
851ee140,325,1,295.46,1,3,3,7,Potential Loyalists
85227829,256,1,173.94,1,3,2,6,Potential Loyalists
85531bb2,312,1,163.22,1,3,2,6,Potential Loyalists
8566ac6e,323,1,322.92,1,3,4,8,Loyal Customers
85817290,47,1,43.76,4,3,1,8,Loyal Customers
85853e07,40,1,73.6,4,3,1,8,Loyal Customers
858696b6,15,1,318.95,4,3,4,11,Champions
859f5163,313,1,175.99,1,3,2,6,Potential Loyalists
